Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability
Alginate Dialdehyde [3 wt%] Gelatin [2 wt%] ,12.0,26.0,25.0,RSC96 Neuronal Schwann Cells (1),210.0,True,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.8659014751456867,476.188208627578,0.4799999808000007,1102500.0,0,0,0.004761904739229025
Alginate Dialdehyde [2 wt%] Gelatin [2 wt%] ,10.0,26.0,25.0,RSC96 Neuronal Schwann Cells (1),210.0,True,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,4.0,0,1,0.8659014751456867,476.188208627578,0.39999998400000064,1102500.0,0,0,0.004761904739229025
Alginate Dialdehyde [2 wt%] Gelatin [3 wt%] ,30.0,26.0,25.0,RSC96 Neuronal Schwann Cells (1),210.0,True,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.8659014751456867,476.188208627578,1.199999952000002,1102500.0,0,0,0.004761904739229025
Alginate Dialdehyde [2 wt%] Gelatin [6 wt%] ,215.0,26.0,25.0,,210.0,False,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,0.8659014751456867,476.188208627578,8.599999656000014,1102500.0,0,0,0.004761904739229025
Alginate Dialdehyde [3.75 wt%] Gelatin [3.75 wt%] ,75.0,26.0,25.0,,210.0,False,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,7.5,0,1,0.8659014751456867,476.188208627578,2.9999998800000047,1102500.0,0,0,0.004761904739229025
Alginate [3.5 wt%] ,100.0,25.0,25.0,Human Chondrocytes (3),510.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,5.107051557491907,196.07804690579036,3.9999998400000063,6502500.0,0,0,0.001960784309880815
Alginate [3.5 wt%] PLA Fibers [1 wt%] ,100.0,25.0,25.0,Human Chondrocytes (3),510.0,True,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,4.5,1,1,5.107051557491907,196.07804690579036,3.9999998400000063,6502500.0,0,0,0.001960784309880815
Alginate [2.5 wt%] PLA Fibers [2 wt%] ,100.0,25.0,25.0,Human Chondrocytes (3),510.0,True,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,4.5,1,1,5.107051557491907,196.07804690579036,3.9999998400000063,6502500.0,0,0,0.001960784309880815
Gelatin [7 wt%] Alginate [3 wt%] ,200.0,25.0,5.0,MDA-MB-231 Epithelial Cells (1),260.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.26546457922833755,76.92278106622668,39.9999920000016,338000.0,0,0,0.003846153831360947
Alginate [2 wt%] ,30.0,32.07,18.0,Primary Rat Schwann Cells (0.2),200.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.5654866776461628,359.99820000899996,1.6666665740740791,720000.0,0,0,0.004999999975
Alginate RGD/YIGSR [2 wt%] ,30.0,29.245,18.0,Primary Rat Schwann Cells (0.2),200.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.5654866776461628,359.99820000899996,1.6666665740740791,720000.0,0,0,0.004999999975
Alginate [2 wt%] ,20.0,22.43,9.0,Primary Rat Schwann Cells (0.2),200.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.2827433388230814,179.99910000449998,2.2222219753086696,360000.0,0,0,0.004999999975
Alginate RGD/YIGSR [2 wt%] ,20.0,21.395,9.0,Primary Rat Schwann Cells (0.2),200.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.2827433388230814,179.99910000449998,2.2222219753086696,360000.0,0,0,0.004999999975
Alginate RGD [1 wt%] Hyaluronic Acid [0.5 wt%] Fibrinogen [10 mg/ml] ,10.0,23.0,6.5,Primary Rat Schwann Cells (1),200.0,True,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.5,0,1,0.20420352248333656,129.99935000325,1.5384613017751843,260000.0,0,0,0.004999999975
Alginate RGD [1 wt%] Hyaluronic Acid [0.5 wt%] Fibrinogen [40 mg/ml] ,30.0,23.0,6.5,Primary Rat Schwann Cells (1),200.0,True,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,41.5,0,1,0.20420352248333656,129.99935000325,4.615383905325553,260000.0,0,0,0.004999999975
Gelatin [20 wt%] Alginate [1.25 wt%] Cellulose Nanofibers [0.25 wt%] ,273.277424,25.0,3.0,Primary Rabbit Fibrochondrocytes (5),410.0,True,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,21.5,0,1,0.3960762938013331,29.26822129702123,91.09244430251856,504300.0,0,0,0.0024390243842950625
Gelatin [20 wt%] Alginate [1.25 wt%] ,331.47792159999995,25.0,3.0,,410.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,21.25,0,1,0.3960762938013331,29.26822129702123,110.4926037024654,504300.0,0,0,0.0024390243842950625
Gelatin [10 wt%] Alginate [1.25 wt%] Cellulose Nanofibers [0.25 wt%] ,268.70259088,20.0,3.0,,410.0,False,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.5,0,1,0.3960762938013331,29.26822129702123,89.56750043749985,504300.0,0,0,0.0024390243842950625
Gelatin [10 wt%] Alginate [1.25 wt%] ,308.03476,20.0,3.0,,410.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.25,0,1,0.3960762938013331,29.26822129702123,102.67821910726029,504300.0,0,0,0.0024390243842950625
PCL [90 wt%] Hydroxyapatite [10 wt%] ,150.0,110.0,8.0,,700.0,False,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,3.0787608005179967,45.71422040825656,18.749997656250294,3920000.0,1,0,0.0014285714265306123
PCL [80 wt%] Hydroxyapatite [20 wt%] ,250.0,120.0,9.0,,700.0,False,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,3.4636059005827464,51.42849795928863,27.77777469135837,4410000.0,1,0,0.0014285714265306123
PCL [70 wt%] Hydroxyapatite [30 wt%] ,350.0,130.0,9.0,,700.0,False,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,3.4636059005827464,51.42849795928863,38.88888456790172,4410000.0,1,0,0.0014285714265306123
Alginate [7 wt%] Gelatin [4 wt%] ,110.0,25.0,3.0,,410.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.0,0,1,0.3960762938013331,29.26822129702123,36.66665444444852,504300.0,0,0,0.0024390243842950625
Alginate [7 wt%] Gelatin [4 wt%] ,138.0,25.0,3.0,,410.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.0,0,1,0.3960762938013331,29.26822129702123,45.99998466667178,504300.0,0,0,0.0024390243842950625
Gelatin Methacrylated [15 wt%] ,158.57948,20.0,2.0,Primary Rat Cardiac Myocytes (1),330.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.17105971998796426,24.24235078075521,79.28970035514982,217800.0,0,0,0.0030303030211202937
Gelatin Methacrylated [15 wt%] ,200.0,15.0,10.0,Primary Sheep Chondrocytes (10),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.3463605900582747,190.4752834510312,19.9999980000002,441000.0,0,0,0.004761904739229025
Gelatin Methacrylated [20 wt%] ,200.0,20.0,10.0,Primary Sheep Chondrocytes (10),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,20.0,0,1,0.3463605900582747,190.4752834510312,19.9999980000002,441000.0,0,0,0.004761904739229025
Gelatin Methacrylated [5 wt%] ,20.68428,25.0,12.0,HEK293 Kidney Cells (5),330.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,1.0263583199277857,145.45410468453127,1.723689856359179,1306800.0,0,0,0.0030303030211202937
Gelatin [5 wt%] Nanocellulose [10 wt%] ,80.0,20.0,20.0,,260.0,False,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,1.0618583169133502,307.6911242649067,3.9999998000000097,1352000.0,0,0,0.003846153831360947
Alginate [6 wt%] ,10.0,37.0,6.0,,600.0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,6.0,0,1,1.6964600329384885,39.999933333444446,1.666666388888935,2160000.0,0,0,0.001666666663888889
Chitosan [1.2 wt%] Genipin [1 wt%] PEG [1.2 wt%] ,25.0,37.0,4.0,Human Dermal Fibroblasts/ Primary Human Epidermal Keratinocytes Mix (1),410.0,True,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.4,1,1,0.5281017250684441,39.024295062694975,6.24999843750039,672400.0,0,0,0.0024390243842950625
Alginate [3 wt%] Gelatin [8 wt%] ,180.0,37.0,10.0,,400.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.0,0,1,1.2566370614359172,99.999750000625,17.99999820000018,1600000.0,0,0,0.00249999999375
Collagen [5 wt%] ,110.0,10.0,10.0,MG63 Osteoblast-like Cells (2),310.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.7547676350249478,129.0318418327683,10.999998900000111,961000.0,0,0,0.003225806441207076
Collagen [5 wt%] ,110.0,10.0,10.0,Human Adipose-derived Stem Cells (2),310.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.7547676350249478,129.0318418327683,10.999998900000111,961000.0,0,0,0.003225806441207076
Alginate [3 wt%] ,20.0,20.0,6.0,,200.0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.0,0,1,0.1884955592153876,119.99940000299998,3.33333277777787,240000.0,0,0,0.004999999975
Alginate [2.8 wt%] Agarose [0.9 wt%] Methylcellulose [3 wt%] ,80.0,25.0,9.0,Plant cells - Basil ,610.0,True,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,6.7,0,1,2.6302199094017147,59.01629669459558,8.888887901234678,3348900.0,0,0,0.0016393442596076323
Alginate Methacrylated [9 wt%] ,138.0,25.0,10.0,Human Mesenchymal Stem Cells (2),210.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,9.0,0,1,0.3463605900582747,190.4752834510312,13.799998620000139,441000.0,0,0,0.004761904739229025
Hyaluronic Acid Methacrylated [15 wt%] ,552.0,25.0,10.0,Human Mesenchymal Stem Cells (2),210.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Other,15.0,0,0,0.3463605900582747,190.4752834510312,55.199994480000555,441000.0,0,1,0.004761904739229025
Pluronic F127 [40 wt%] ,414.0,25.0,4.0,,80.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,40.0,0,0,0.020106192982974676,199.99750003124961,103.49997412500646,25600.0,0,1,0.012499999843750002
Pluronic F127 [40 wt%] ,414.0,25.0,4.0,,300.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,40.0,0,0,0.2827433388230814,53.33315555614815,103.49997412500646,360000.0,0,0,0.0033333333222222224
Pluronic F127 [40 wt%] ,414.0,25.0,4.0,,400.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,40.0,0,0,0.5026548245743669,39.99990000025,103.49997412500646,640000.0,0,0,0.00249999999375
PCL [100 wt%] ,400.0,65.0,2.5,,300.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.17671458676442586,33.333222222592596,159.9999360000256,225000.0,1,0,0.0033333333222222224
PCL [100 wt%] ,800.0,90.0,1.5,,300.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.10602875205865553,19.999933333555557,533.3329777780149,135000.0,1,1,0.0033333333222222224
PCL [100 wt%] ,800.0,110.0,1.0,,300.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.07068583470577035,13.333288889037037,799.9992000008001,90000.0,1,1,0.0033333333222222224
PCL [100 wt%] ,800.0,75.0,1.0,,300.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.07068583470577035,13.333288889037037,799.9992000008001,90000.0,1,1,0.0033333333222222224
Alginate [2.5 wt%] ,10.0,10.0,25.0,Primary Embryonic Chick Chondrocytes (5.68),200.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.5,0,1,0.7853981633974484,499.9975000124999,0.39999998400000064,1000000.0,0,0,0.004999999975
Alginate [2.5 wt%] Hydroxyapatite [2 wt%] ,30.0,37.0,15.5,Primary Embryonic Chick Chondrocytes (1.57),250.0,True,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,4.5,0,1,0.760854470791278,247.99900800396802,1.935483746097823,968750.0,0,0,0.003999999984
Alginate [2.5 wt%] Hydroxyapatite [1 wt%] ,30.0,37.0,16.0,Primary Embryonic Chick Chondrocytes (1.57),250.0,True,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,0.7853981633974483,255.99897600409602,1.8749998828125072,1000000.0,0,0,0.003999999984
Alginate [1 wt%] Hyaluronic Acid [0.5 wt%] Fibrinogen [40 mg/ml] ,30.0,22.0,9.0,Primary Rat Schwann Cells (1),200.0,True,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,41.5,0,1,0.2827433388230814,179.99910000449998,3.3333329629630044,360000.0,0,0,0.004999999975
