Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability
Gelatin Methacrylated [10 wt%] ,120.0,30.0,10.0,,210.0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.3463605900582747,190.4752834510312,11.999998800000121,441000.0,0,0,0.004761904739229025
Pluronic F127 [30 wt%] ,160.0,25.0,6.0,,400.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,0,0,0.7539822368615504,59.999850000375,26.66666222222296,960000.0,0,0,0.00249999999375
Pluronic F127 [29 wt%] PEG [1 wt%] ,130.0,25.0,6.0,,400.0,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,1,0,0.7539822368615504,59.999850000375,21.666663055556157,960000.0,0,0,0.00249999999375
Pluronic F127 [28 wt%] PEG [2 wt%] ,120.0,25.0,6.0,,400.0,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,1,0,0.7539822368615504,59.999850000375,19.999996666667222,960000.0,0,0,0.00249999999375
Pluronic F127 [27 wt%] PEG [3 wt%] ,90.0,25.0,6.0,,400.0,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,1,0,0.7539822368615504,59.999850000375,14.999997500000417,960000.0,0,0,0.00249999999375
Pluronic F127 [26 wt%] PEG [4 wt%] ,70.0,25.0,6.0,,400.0,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,1,0,0.7539822368615504,59.999850000375,11.666664722222546,960000.0,0,0,0.00249999999375
Pluronic F127 [20 wt%] ,60.0,25.0,6.0,,400.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,20.0,0,0,0.7539822368615504,59.999850000375,9.999998333333611,960000.0,0,0,0.00249999999375
Alginate Sulfate [1 wt%] Nanocellulose [1.36 wt%] ,6.0,24.92,13.885839999999996,Primary Bovine Chondrocytes (6),260.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.3600000000000003,0,1,0.7372397345664036,213.62748604813055,0.432094822344574,938682.7839999998,0,0,0.003846153831360947
Alginate Sulfate [1 wt%] Nanocellulose [1.36 wt%] ,6.0,24.92,13.885839999999996,Primary Bovine Chondrocytes (6),260.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.3600000000000003,0,1,0.7372397345664036,213.62748604813055,0.432094822344574,938682.7839999998,0,0,0.003846153831360947
Alginate [2 wt%] ,1000.0,37.0,12.0,Human Adipose Derived Stem Cells (5),200.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.3769911184307752,239.99880000599995,83.33332638888947,480000.0,0,1,0.004999999975
Laponite [3 wt%] Alginate [3 wt%] Methylcellulose [3 wt%] ,80.0,25.105,11.553400000000002,Skeletal Stem Cells (1),260.0,True,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Other,9.0,0,1,0.6134036939313351,177.74393175410867,6.924367984803782,781009.8400000001,0,0,0.003846153831360947
Laponite [3 wt%] Alginate [3 wt%] Methylcellulose [3 wt%] ,80.0,25.0,9.0,Human mesenchymal stem cell (5),260.0,True,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Other,9.0,0,1,0.4778362426110076,138.46100591920802,8.888887901234678,608400.0,0,0,0.003846153831360947
Pluronic F127 [24.5 wt%] ,150.0,25.0,1.25,,400.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,24.5,0,0,0.15707963267948966,12.499968750078125,119.99990400007681,200000.0,0,0,0.00249999999375
Gelatin Methacrylated [10 wt%] Hyaluronic Acid Methacrylated [2 wt%] ,140.0,25.0,30.0,,210.0,False,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Natural_Polymer,12.0,0,1,1.039081770174824,571.4258503530936,4.666666511111116,1323000.0,0,0,0.004761904739229025
Hyaluronic Acid Tyramine Functionalized [3.5 wt%] ,400.0,25.0,4.0,,260.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,3.5,0,0,0.21237166338267005,61.53822485298134,99.99997500000624,270400.0,0,0,0.003846153831360947
Alginate [16.7 wt%] ,480.0,25.0,11.78007,,260.0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,16.7,0,1,0.6254382651660725,181.23114911096496,40.74678327490556,796332.732,0,0,0.003846153831360947
Alginate [16.7 wt%] Gellan Gum [2 wt%] ,520.0,25.0,12.12527,,260.0,False,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,18.7,0,1,0.6437659397159969,186.54189791577727,42.88563942199725,819668.252,0,0,0.003846153831360947
Alginate [16.7 wt%] Gellan Gum [3 wt%] ,530.0,25.0,12.12527,,260.0,False,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,19.7,0,1,0.6437659397159969,186.54189791577727,43.71036325703566,819668.252,0,1,0.003846153831360947
Pluronic F127 [24.5 wt%] ,100.0,25.0,0.02,,510.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,24.5,0,0,0.004085641245993526,0.1568624375246323,4999.750012499375,5202.0,0,0,0.001960784309880815
Alginate [3 wt%] Methylcellulose [9 wt%] ,80.0,25.0,20.0,,550.0,False,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,4.751658888554563,145.45428099221635,3.9999998000000097,6050000.0,0,0,0.001818181814876033
Alginate [3 wt%] ,80.0,25.0,20.0,,200.0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.0,0,1,0.6283185307179586,399.99800000999994,3.9999998000000097,800000.0,0,0,0.004999999975
Poly(alkyl glycidyl ether) triblock copolymer [20 wt%] ,137.8952,21.0,5.0,,400.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,20.0,0,0,0.6283185307179586,49.9998750003125,27.5790344841931,800000.0,0,0,0.00249999999375
Gelatin [5 wt%] ,100.0,25.0,10.0,,160.0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.20106192982974674,249.99843750976555,9.9999990000001,256000.0,0,0,0.006249999960937501
Gelatin Methacrylated [10 wt%] ,35.0,21.0,5.0,Human Bone Marrow Mesenchymal Stem Cells (4),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.17318029502913734,95.2376417255156,6.999998600000279,220500.0,0,0,0.004761904739229025
PEGDA [7.5 mM] Ferric Chloride [22.5 mM] ,300.0,25.0,2.0,,400.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,Synthetic_Polymer,30.0,1,0,0.25132741228718347,19.999950000125,149.99992500003748,320000.0,0,0,0.00249999999375
Alginate [3 wt%] PEGDA [10 wt%] ,357.6354028,25.0,3.0,,260.0,False,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Natural_Polymer,13.0,1,1,0.15927874753700255,46.153668639736004,119.21176119607959,202800.0,0,0,0.003846153831360947
Hydroxypropyl Cellulose [5 wt%] Iron Powder [35 wt%] ,200.0,25.0,5.0,,400.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,40.0,0,0,0.6283185307179586,49.9998750003125,39.9999920000016,800000.0,0,0,0.00249999999375
PCL [100 wt%] ,450.0,25.0,4.0,,305.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.2922466566001905,52.45884439723149,112.49997187500703,372100.0,0,0,0.0032786885138403657
PCL [98 wt%] Lidocaine [2 wt%] ,450.0,25.0,4.0,,320.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.3216990877275948,49.99984375048828,112.49997187500703,409600.0,0,0,0.0031249999902343752
PCL [96 wt%] Lidocaine [4 wt%] ,450.0,25.0,4.0,,320.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.3216990877275948,49.99984375048828,112.49997187500703,409600.0,0,0,0.0031249999902343752
PCL [99 wt%] Silver Phosphate [1 wt%] ,450.0,25.0,4.0,,320.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.3216990877275948,49.99984375048828,112.49997187500703,409600.0,0,0,0.0031249999902343752
PCL [97 wt%] Silver Phosphate [3 wt%] ,450.0,25.0,4.0,,320.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.3216990877275948,49.99984375048828,112.49997187500703,409600.0,0,0,0.0031249999902343752
PCL [93 wt%] Lidocaine [4 wt%] Silver Phosphate [3 wt%] ,450.0,25.0,4.0,,320.0,False,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.3216990877275948,49.99984375048828,112.49997187500703,409600.0,0,0,0.0031249999902343752
Alginate [30 mg/ml] Methylcellulose [30 mg/ml] Agarose [10 mg/ml] ,300.0,25.0,11.40083,Immortalized Human Mesenchymal Stem Cells (10),260.0,True,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,70.0,0,1,0.6053033077607615,175.39671001265378,26.313871330958246,770696.1079999999,0,0,0.003846153831360947
Alginate [30 mg/ml] Methylcellulose [30 mg/ml] Agarose [10 mg/ml] ,150.0,25.0,11.11166,Immortalized Human Mesenchymal Stem Cells (10),260.0,True,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,70.0,0,1,0.5899504292856699,170.94795789246967,13.499331918063376,751148.216,0,0,0.003846153831360947
Carbopol [0.7 wt%] ,40.0,23.0,3.0,,400.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,0.7,0,0,0.3769911184307752,29.9999250001875,13.33332888889037,480000.0,0,0,0.00249999999375
Chitosan [10 wt%] ,350.0,25.0,10.0,,400.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,1.2566370614359172,99.999750000625,34.99999650000035,1600000.0,0,0,0.00249999999375
PCL [100 wt%] ,551.5808,100.0,1.0,,305.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.07306166415004763,13.114711099307872,551.5802484197516,93025.0,1,0,0.0032786885138403657
PCL [99.9 wt%] Graphene Oxide [0.1 wt%] ,551.5808,100.0,1.0,,320.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0804247719318987,12.49996093762207,551.5802484197516,102400.0,1,0,0.0031249999902343752
PCL [99.5 wt%] Graphene Oxide [0.5 wt%] ,551.5808,100.0,1.0,,320.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0804247719318987,12.49996093762207,551.5802484197516,102400.0,1,0,0.0031249999902343752
Alginate Oxidized [3.75 wt%] Gelatin [7.5 wt%] ,30.0,30.0,10.0,,260.0,False,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.25,0,1,0.5309291584566751,153.84556213245335,2.9999997000000302,676000.0,0,0,0.003846153831360947
Alginate Oxidized [3.75 wt%] Gelatin [7.5 wt%] ,60.0,30.0,10.0,,260.0,False,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.25,0,1,0.5309291584566751,153.84556213245335,5.9999994000000605,676000.0,0,0,0.003846153831360947
dECM Cardiac [4.6 wt%] Laponite [2.3 wt%] PEGDA [6 wt%] ,62.05284,25.0,11.9334,,260.0,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,6.0,0.0,0.0,0.0,Other,12.9,1,0,0.6335790019526887,183.5900631151419,5.199929173585971,806697.8400000001,0,0,0.003846153831360947
dECM Cardiac [4.6 wt%] Laponite [2.3 wt%] PEGDA [6 wt%] ,55.15808,25.0,7.965,,410.0,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,6.0,0.0,0.0,0.0,Other,12.9,1,0,1.0515825600425392,77.70712754359137,6.925056255485718,1338916.5,0,0,0.0024390243842950625
Gelatin [7 wt%] Silk Fibroin [1.5 wt%] ,15.0,4.0,7.0,Primary Porcine Chondrocytes (1),210.0,True,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.5,0,1,0.24245241304079226,133.33269841572184,2.1428568367347376,308700.0,0,0,0.004761904739229025
PCL [100 wt%] ,600.0,100.0,1.4,,310.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.1056674689034927,18.06445785658756,428.5711224491983,134540.0,1,0,0.003225806441207076
PCL [99.5 wt%] Graphene Oxide [0.5 wt%] ,600.0,100.0,1.4,,310.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.1056674689034927,18.06445785658756,428.5711224491983,134540.0,1,0,0.003225806441207076
PCL [99 wt%] Graphene Oxide [1 wt%] ,600.0,100.0,1.4,,310.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.1056674689034927,18.06445785658756,428.5711224491983,134540.0,1,0,0.003225806441207076
PCL [97 wt%] Graphene Oxide [3 wt%] ,600.0,100.0,1.4,,310.0,False,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.1056674689034927,18.06445785658756,428.5711224491983,134540.0,1,0,0.003225806441207076
PCL [100 wt%] ,600.0,90.0,20.0,,305.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,1.4612332830009525,262.2942219861574,29.999998500000075,1860500.0,1,0,0.0032786885138403657
